ID,01a4,rectime,    179132,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    179134,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    179137,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    179139,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    179142,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    179144,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    179147,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    179149,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    179183,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    179283,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    179383,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    179483,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    179582,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    179682,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    179782,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    179882,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    179981,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    180081,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    180181,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    180281,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    180380,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    180480,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    180580,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    180680,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    180779,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    180879,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    180979,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    181078,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    181178,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    181278,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    181378,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    181477,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    181577,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    181677,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    181777,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    181876,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    181976,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    182076,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    182176,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    182275,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    182375,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    182475,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    182575,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    182674,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    182774,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    182874,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    182973,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    183073,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    183173,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    183273,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    183372,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    183472,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    183572,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    183671,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    183771,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    183871,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    183971,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    184070,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    184170,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    184270,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    184370,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    184469,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    184569,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    184669,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    184769,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    184868,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    184968,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    185068,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    185168,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    185267,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    185367,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    185467,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    185566,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    185666,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    185766,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    185866,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    185966,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    186065,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    186165,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    186265,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    186364,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    186464,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    186564,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    186664,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    186763,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    186863,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    186963,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    187063,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    187162,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    187262,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    187362,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    187462,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    187561,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    187661,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    187761,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    187861,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    187960,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    188060,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    188160,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    188260,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    188359,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    188459,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    188559,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    188659,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    188758,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    188858,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    188958,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    189057,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    189157,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    189257,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    189356,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    189456,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    189556,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    189656,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    189755,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    189855,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    189955,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    190055,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    190155,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    190254,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    190354,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    190454,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    190553,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    190653,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    190753,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    190853,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    190952,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    191052,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    191152,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    191252,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    191351,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    191451,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    191551,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    191651,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    191750,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    191850,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    191950,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    192049,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    192149,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    192249,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    192349,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    192448,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    192548,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    192648,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    192748,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    192847,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    192947,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    193047,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    193147,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    193246,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    193346,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    193446,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    193545,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    193645,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    193745,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    193845,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    193944,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    194044,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    194144,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    194244,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    194343,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    194443,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    194543,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    194643,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    194742,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    194842,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    194942,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    195042,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    195141,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    195241,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    195341,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    195440,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    195540,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    195640,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    195740,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    195839,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    195939,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    196039,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    196139,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    196238,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    196338,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    196438,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    196537,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    196637,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    196737,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    196837,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    196936,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    197036,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    197136,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    197236,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    197336,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    197435,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    197535,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    197635,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    197734,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    197834,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    197934,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    198034,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    198133,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    198233,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    198333,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    198432,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    198532,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    198632,data,f0,01,00,00,00,00,03,0b
ID,01a4,rectime,    198732,data,f0,01,00,00,00,00,04,0a
ID,01a4,rectime,    198831,data,f0,01,00,00,00,00,05,09
ID,01a4,rectime,    198931,data,f0,01,00,00,00,00,06,08
ID,01a4,rectime,    199031,data,f0,01,00,00,00,00,07,07
ID,01a4,rectime,    199131,data,f0,01,00,00,00,00,08,06
ID,01a4,rectime,    199231,data,f0,01,00,00,00,00,09,05
ID,01a4,rectime,    199330,data,f0,01,00,00,00,00,0a,04
ID,01a4,rectime,    199430,data,f0,01,00,00,00,00,0b,03
ID,01a4,rectime,    199530,data,f0,01,00,00,00,00,0c,02
ID,01a4,rectime,    199629,data,f0,01,00,00,00,00,0d,01
ID,01a4,rectime,    199729,data,f0,01,00,00,00,00,0e,00
ID,01a4,rectime,    199829,data,f0,01,00,00,00,00,0f,ff
ID,01a4,rectime,    199929,data,f0,01,00,00,00,00,00,0e
ID,01a4,rectime,    200028,data,f0,01,00,00,00,00,01,0d
ID,01a4,rectime,    200128,data,f0,01,00,00,00,00,02,0c
ID,01a4,rectime,    2002